"filename", "language", "PHP", "XML", "JavaScript", "JSON", "Markdown", "PostCSS", "comment", "blank", "total"
"/home/teod0r/Documents/Uni/kvalis/movie-platform/README.md", "Markdown", 0, 0, 0, 0, 40, 0, 0, 22, 62
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Console/Commands/InsertData.php", "PHP", 92, 0, 0, 0, 0, 0, 17, 19, 128
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/AuthenticatedSessionController.php", "PHP", 28, 0, 0, 0, 0, 0, 9, 11, 48
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/ConfirmablePasswordController.php", "PHP", 28, 0, 0, 0, 0, 0, 6, 7, 41
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/EmailVerificationNotificationController.php", "PHP", 16, 0, 0, 0, 0, 0, 3, 6, 25
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/EmailVerificationPromptController.php", "PHP", 15, 0, 0, 0, 0, 0, 3, 4, 22
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/NewPasswordController.php", "PHP", 41, 0, 0, 0, 0, 0, 14, 8, 63
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/PasswordController.php", "PHP", 21, 0, 0, 0, 0, 0, 3, 6, 30
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/PasswordResetLinkController.php", "PHP", 27, 0, 0, 0, 0, 0, 11, 7, 45
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/RegisteredUserController.php", "PHP", 34, 0, 0, 0, 0, 0, 8, 9, 51
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Auth/VerifyEmailController.php", "PHP", 19, 0, 0, 0, 0, 0, 3, 6, 28
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/CommentController.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 8, 31
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/Controller.php", "PHP", 5, 0, 0, 0, 0, 0, 1, 3, 9
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/FeedController.php", "PHP", 20, 0, 0, 0, 0, 0, 2, 7, 29
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/GenreController.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 7, 20
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/ListController.php", "PHP", 42, 0, 0, 0, 0, 0, 0, 17, 59
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/MarkController.php", "PHP", 45, 0, 0, 0, 0, 0, 2, 14, 61
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/MovieController.php", "PHP", 93, 0, 0, 0, 0, 0, 4, 27, 124
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/PeopleController.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 4, 14
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/ProfileController.php", "PHP", 62, 0, 0, 0, 0, 0, 10, 19, 91
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/QuizController.php", "PHP", 19, 0, 0, 0, 0, 0, 1, 8, 28
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/RecommendationController.php", "PHP", 197, 0, 0, 0, 0, 0, 42, 55, 294
"/home/teod0r/Documents/Uni/kvalis/movie-platform/app/Http/Controllers/ReviewController.php", "PHP", 45, 0, 0, 0, 0, 0, 2, 15, 62
